balance_assets_accounts_receivables,balance_assets_cash_deposits,balance_assets_inventories,balance_assets_investments,balance_assets_land_building,balance_assets_other_assets,balance_assets_other_tangible,balance_assets_total,balance_funds_endowment,balance_funds_liabilities_total,balance_funds_restricted,balance_funds_total,balance_funds_unrestricted,balance_liabilities_current,balance_liabilities_non_current,balance_liabilities_total,capital_in_nature,expenses_charitable_local,expenses_charitable_overseas,expenses_charitable_total,expenses_fund_raising,expenses_others_total,expenses_total,financial_period,financial_status,name,other_info_donation_other_charities,other_info_fund_raising_efficiency_ratio,other_info_no_of_employees,other_info_total_employee_costs,other_info_total_related_party_transactions,primary_sector,receipts_donation_cash_non_tax_deductible,receipts_donation_cash_tax_deductible,receipts_donation_cash_total,receipts_donation_kind_non_tax_deductible,receipts_donation_kind_tax_deductible,receipts_donation_kind_total,receipts_government_grants,receipts_investment_income,receipts_others_income,receipts_programme_fees,receipts_total,sub_sector,uen
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,THE PURPLE PARADE LTD.,-,-,-,-,-,Social and Welfare,-,-,-,-,-,-,-,-,-,-,0,Disability (Children),201616367W
"9,220","95,361","11,031",0,0,0,0,"115,612",0,"115,612",0,"110,698","110,698","4,914",0,"4,914",0,"353,630",0,"353,630",0,0,0,0,0,THE PURPLE PARADE LTD.,"88,251",0,0,0,0,Social and Welfare,"1,115","43,851","44,966",0,0,0,"298,000",0,"121,362",0,0,Disability (Children),201616367W
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"88,565","1,059,393",0,0,0,-,0,"1,147,958",0,"1,156,940",0,"452,082","452,082","704,858",0,"704,858",0,"314,115",0,"314,115","26,815","42,138","383,068",Jan 2016 - Dec 2016,Received,THE RED PENCIL (SINGAPORE),0,7,3,"254,622",0,Social and Welfare,"115,603","285,798","401,401",0,0,0,0,0,"53,157","25,750","480,308",Disability (Children),201113675E
"38,507","328,929",0,0,0,0,0,"367,436",0,"367,436",0,"354,842","354,842","12,594",0,"12,594",0,"179,225",0,"179,225",124,"10,124","419,312",Jan 2015 - Dec 2015,Received,THE RED PENCIL (SINGAPORE),0,1,4,"206,996","36,194",Social and Welfare,"43,496","430,215","473,711",0,0,0,0,0,"44,135",0,"517,846",Disability (Children),201113675E
"1,320","267,116",0,0,0,0,0,"268,436",0,"268,436",0,"256,308","256,308","12,128",0,"12,128",0,"84,746",0,"84,746",0,0,"115,633",Jan 2014 - Dec 2014,Received,THE RED PENCIL (SINGAPORE),0,1,3,"24,076",0,Social and Welfare,"80,117","144,635","224,752",0,"14,000","14,000",0,0,"7,027",0,"245,779",Disability (Children),201113675E
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"31,993",0,0,0,-,0,"31,993",0,"43,886","8,132","37,936","29,804","5,950",0,"5,950",0,"23,646",0,"23,646",0,0,"23,646",Jan 2016 - Dec 2016,Received,THE WP COMMUNITY FUND,0,0,0,0,0,Social and Welfare,"31,993",-,"31,993",0,-,0,0,0,-,"23,646","55,639",Disability (Children),201401272N
144,"66,610",0,0,0,937,0,"67,691",0,"67,691","10,000","52,140","42,140","15,551",0,"15,551",0,"27,970",0,"27,970",0,"5,851","33,821",Jan 2015 - Dec 2015,Received,THE WP COMMUNITY FUND,0,0,0,0,0,Social and Welfare,"47,961",-,"47,961",0,-,0,0,0,0,"27,970","75,931",Disability (Children),201401272N
0,"42,731",0,0,0,269,0,"43,000",0,"43,000",0,"38,000","38,000","5,000",-,"5,000",0,368,0,368,0,"6,100","6,468",Jan 2014 - Dec 2014,Late,THE WP COMMUNITY FUND,0,0,0,0,0,Social and Welfare,"44,100",-,"44,100",0,-,0,0,0,0,0,"44,100",Disability (Children),201401272N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4,322,451","60,547,065",0,"17,813,615","5,304,038",0,"3,169,412","91,156,581",0,"91,156,581","54,213,420","75,170,097","20,956,677","12,080,547","3,905,937","15,986,484",200,"41,145,214",0,"41,145,214","200,964","5,357,029","46,703,207",Apr 2016 - Mar 2017,Received,THYE HUA KWAN MORAL CHARITIES LIMITED,0,17.01,957,"35,354,023","2,592,675",Social and Welfare,"127,087","1,054,020","1,181,107",0,0,0,"48,715,588","924,043","3,846,626","5,385,235","60,052,599",Disability (Children),201130733N
"4,922,518","50,218,883",0,"14,577,546","2,957,048",0,"7,601,749","80,277,744",0,"80,277,744","43,339,316","61,765,263","18,425,947","13,006,190","5,506,291","18,512,481","1,952,493","36,201,393",0,"36,201,393","547,217","7,197,576","43,946,186",Apr 2015 - Mar 2016,Received,THYE HUA KWAN MORAL CHARITIES LIMITED,0,21.36,867,"32,083,744","3,126,169",Social and Welfare,"647,115","1,914,379","2,561,494",0,0,0,"46,788,100","-87,958","4,447,471","4,919,960","58,629,067",Disability (Children),201130733N
"2,574,232","34,252,041",0,"12,410,426","3,612,022",0,"6,063,515","58,912,236",0,"58,912,236","31,152,109","47,097,998","15,945,889","5,983,252","5,830,986","11,814,238",0,"29,334,036",0,"29,334,036","527,334","5,322,530","35,183,900",Apr 2014 - Mar 2015,Received,THYE HUA KWAN MORAL CHARITIES LIMITED,0,19.77,782,"25,695,590","2,597,683",Social and Welfare,"351,417","2,315,975","2,667,392",0,0,0,"36,358,473","549,723","2,447,802","4,655,644","46,679,034",Disability (Children),201130733N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8,194","265,694",0,"1,526,150",0,0,"369,041","2,169,079",0,"2,169,079",0,"2,098,433","2,098,433","70,646",0,"70,646",0,"879,040",0,"879,040","92,280","563,815","1,535,135",Oct 2015 - Sep 2016,Received,ABILITIES BEYOND LIMITATIONS AND EXPECTATIONS LIMITED,0,13,12,"612,508","174,910",Social and Welfare,"89,597","730,805","820,402",0,0,0,"935,000","45,613",0,"22,164","1,823,179",Disability (Adult),201022774G
"163,989","597,611",0,"764,125",0,0,"321,778","1,847,503",0,"1,847,503",0,"1,810,389","1,810,389","37,114",0,"37,114",0,"283,234",0,"283,234","14,818","212,020","510,072",Oct 2014 - Sep 2015,Received,ABILITIES BEYOND LIMITATIONS AND EXPECTATIONS LIMITED,0,0,0,"288,234",0,Social and Welfare,"217,610","470,201","687,811",0,0,0,"850,480",0,"11,913",0,"1,550,204",Disability (Adult),201022774G
"12,999","1,117,893",0,0,0,0,"5,236","1,136,128",0,"1,136,128",0,"1,058,491","1,058,491","77,637",0,"77,637",0,"391,632",0,"391,632","194,500","139,025","725,157",Oct 2013 - Sep 2014,Received,ABILITIES BEYOND LIMITATIONS AND EXPECTATIONS LIMITED,0,0,4,"231,027",0,Social and Welfare,"123,945","448,726","572,671",0,0,0,"636,000",0,"8,255",0,"1,216,926",Disability (Adult),201022774G
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3,000","50,542",0,0,0,0,0,"53,542",0,"53,542",0,0,0,"1,500","52,042","53,542",0,"6,000",0,"6,000",0,0,"6,000",Apr 2016 - Mar 2017,Late,AGORA@WESTCOASTPLAZA LTD.,0,100,0,0,0,Social and Welfare,"68,000",-,"68,000",0,-,0,0,0,785,0,"68,785",Disability (Adult),200702751M
"3,000","19,946",0,0,0,0,0,"22,946",0,"22,946",0,0,0,"1,500","21,446","22,946",0,"12,026",0,"12,026",0,0,"12,026",Apr 2015 - Mar 2016,Late,AGORA@WESTCOASTPLAZA LTD.,0,100,0,0,0,Social and Welfare,"18,000",-,"18,000",0,-,0,0,0,"1,940",0,"19,940",Disability (Adult),200702751M
"3,000","12,031",0,0,0,0,0,"15,031",0,"15,031",0,0,0,"1,500","13,531","15,031",0,"7,385",0,"7,385",0,"36,026","43,411",Apr 2014 - Mar 2015,Late,AGORA@WESTCOASTPLAZA LTD.,0,100,1,"15,000",0,Social and Welfare,"24,370",-,"24,370",0,-,0,0,0,0,0,"24,370",Disability (Adult),200702751M
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"38,520","185,455",0,0,0,0,0,"223,975",0,"223,975",0,"151,998","151,998","71,977",0,"71,977",0,0,0,0,0,"185,611","185,611",Apr 2016 - Mar 2017,Received,ARC LEARNING ACADEMY LTD.,0,0,0,0,"147,704",Social and Welfare,0,-,0,0,-,0,0,0,0,"225,000","225,000",Disability (Adult),201112356K
0,"178,709",0,0,0,0,0,"178,709",0,"178,709",0,"112,609","112,609","66,100",0,"66,100",0,0,0,0,0,"160,790","160,790",Apr 2015 - Mar 2016,Received,ARC LEARNING ACADEMY LTD.,0,0,0,0,"131,795",Social and Welfare,0,-,0,0,-,0,0,0,0,"219,240","219,240",Disability (Adult),201112356K
"27,299","93,214",0,0,0,0,0,"120,513",0,"120,513",0,"54,159","54,159","66,354",0,"66,354",0,"108,357",0,"108,357",0,"51,469","159,826",Apr 2014 - Mar 2015,Received,ARC LEARNING ACADEMY LTD.,0,0,0,0,"103,616",Social and Welfare,0,-,0,0,-,0,0,0,0,"162,360","162,360",Disability (Adult),201112356K
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,195,613","16,042,764","47,602","21,829,828","369,578","571,938","1,025,319","41,082,642",0,"41,082,642","30,613,157","34,453,490","3,840,333","3,762,121","2,867,031","6,629,152",0,"33,291,611","228,933","33,520,544","502,195",0,"34,022,739",Apr 2016 - Mar 2017,Received,Association for Persons with Special Needs,0,16,386,"23,078,329","22,502",Social and Welfare,"944,259","461,269","1,405,528","274,514",0,"274,514","33,699,328","261,107","234,006","500,939","36,375,422",Disability (Adult),S75SS0058K
"1,399,127","33,233,802","40,724","2,117,367","145,779",0,"1,013,714","37,950,513",0,"37,950,513","28,032,342","32,100,807","4,068,465","3,164,642","2,685,064","5,849,706","1,101,829","5,962,846",0,"5,962,846","220,442","26,191,412","32,374,700",Apr 2015 - Mar 2016,Received,Association for Persons with Special Needs,0,12,390,"21,099,408","4,653",Social and Welfare,"1,009,917","802,512","1,812,429","240,045",0,"240,045","33,662,451","198,719","1,284,176","512,242","37,710,062",Disability (Adult),S75SS0058K
"1,220,245","27,613,952","54,311","2,154,025","460,742",0,"1,109,596","32,612,871",0,"32,612,871","5,686,236","26,742,202","21,055,966","2,773,674","3,096,995","5,870,669","31,680","4,336,403",0,"4,336,403","61,843","24,584,275","28,982,521",Apr 2014 - Mar 2015,Received,Association for Persons with Special Needs,0,0,366,"19,041,372","8,571",Social and Welfare,"656,292","800,064","1,456,356","146,483",0,"146,483","27,901,807","89,061","1,597,509","596,378","31,787,594",Disability (Adult),S75SS0058K
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"740,920","21,932,925","36,672","786,582",0,0,"979,245","24,476,344","4,089,991","24,476,344","18,861,639","23,805,552","853,922","670,792",0,"670,792","224,371","16,891,443",0,"16,891,443","2,090",0,"16,893,533",Apr 2016 - Mar 2017,Received,AUTISM ASSOCIATION (SINGAPORE),0,0,232,"11,777,809","882,536",Social and Welfare,"596,869","777,564","1,374,433","1,090",0,"1,090","16,637,792","75,269","236,698","1,842,793","20,168,075",Disability (Adult),S92SS0124D
"855,447","18,540,609","53,207","545,110",0,0,"1,103,678","21,098,051","4,013,945","21,098,051","15,921,386","20,531,010","595,679","567,041",0,"567,041","345,622","16,199,781",0,"16,199,781","103,939","49,424","16,353,144",Apr 2015 - Mar 2016,Received,AUTISM ASSOCIATION (SINGAPORE),0,9,220,"11,005,165","882,536",Social and Welfare,"204,484","946,286","1,150,770","15,446",0,"15,446","16,083,129","26,620","111,997","1,675,172","19,063,134",Disability (Adult),S92SS0124D
"731,700","16,120,214","34,846","279,598",0,0,"1,149,319","18,315,677","3,041,878","18,315,677","13,370,707","17,821,021","1,408,436","494,656",0,"494,656","218,453","13,369,280",0,"13,369,280","67,961","17,240","13,454,481",Apr 2014 - Mar 2015,Received,AUTISM ASSOCIATION (SINGAPORE),0,6,204,"9,389,590","958,073",Social and Welfare,"281,187","725,085","1,006,272","15,418",0,"15,418","12,182,450","18,823","93,362","1,667,693","14,984,018",Disability (Adult),S92SS0124D
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,878,281","46,365,403","256,635",0,"2,058,798",0,"4,078,214","55,637,331","1,018,900","55,637,331","29,324,570","50,955,146","20,611,676","4,682,185",0,"4,682,185",0,"30,458,856",0,"30,458,856",0,"9,539,381","39,998,237",Apr 2016 - Mar 2017,Received,Autism Resource Centre (Singapore),0,0,432,"30,458,856","1,157,690",Social and Welfare,840,"8,540","9,380",0,0,0,"36,594,523",0,"2,860,992","5,856,650","45,321,545",Disability (Adult),S99SS0148L
"2,763,501","39,875,414","140,150",0,"3,411,826",0,"2,500,975","48,691,866","1,015,337","48,691,866","28,071,922","45,145,072","16,057,813","3,546,794",0,"3,546,794",0,"26,517,314",0,"26,517,314",0,"7,752,345","34,269,659",Apr 2015 - Mar 2016,Received,Autism Resource Centre (Singapore),0,0,376,"26,517,314","1,258,057",Social and Welfare,"1,303","47,955","49,258",0,0,0,"33,238,671",0,"2,146,104","6,020,993","41,455,026",Disability (Adult),S99SS0148L
"1,692,211","35,054,867","152,750",0,"85,489",0,"1,927,188","38,912,505","1,012,798","38,912,505","26,236,275","36,163,152","8,914,079","2,749,353",0,"2,749,353",0,"24,712,067",0,"24,712,067",0,"6,579,103","31,291,170",Apr 2014 - Mar 2015,Received,Autism Resource Centre (Singapore),0,0,312,"24,712,067","992,052",Social and Welfare,792,"34,018","34,810","20,800",0,"20,800","27,692,685",0,"1,511,055","5,563,139","34,822,489",Disability (Adult),S99SS0148L
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,069,894","23,801,830",0,"2,012,435","3,567,762",0,"1,029,398","35,481,319",0,"35,481,319","5,994,019","30,701,898","24,707,879","4,779,421",0,"4,779,421","507,151","41,523,351","48,567","41,571,918","98,921","23,929","41,694,768",Apr 2016 - Mar 2017,Received,AWWA LTD.,0,18.2,570,"31,237,072",0,Social and Welfare,"1,712,331","1,315,728","3,028,059","171,656",0,171,"33,861,703","276,733","118,841","4,408,381","41,865,373",Disability (Adult),201500785Z
"4,794,002","19,843,963",0,"3,536,364","6,819,156",0,"1,253,906","36,247,391",0,"36,247,391","9,932,935","30,531,293","20,598,358","5,716,098",0,"5,716,098",0,"34,491,678",0,"34,491,678","71,873","36,087","34,599,638",Apr 2015 - Mar 2016,Received,AWWA LTD.,0,20,463,"24,389,061",0,Social and Welfare,"102,802","2,901,508","3,004,310","241,939",0,"241,939","28,967,026","158,890","95,815","3,110,449","35,578,429",Disability (Adult),201500785Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jan 2015 - Mar 2015,Received,AWWA LTD.,0,0,0,0,0,Social and Welfare,0,0,0,0,0,0,0,0,0,0,0,Disability (Adult),201500785Z
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16,908","7,431,636",0,0,"2,903,333","24,084","1,153,899","11,529,860",0,"11,529,860","10,873,979","11,111,153","237,174","418,707",0,"418,707","498,895","3,280,477",0,"3,280,477",0,0,"3,280,477",Apr 2016 - Mar 2017,Late,Bishan Home for the Intellectually Disabled,0,0,69,"1,938,348",0,Social and Welfare,"21,053","105,687","126,740",0,0,0,"3,463,764","77,557","65,781","420,913","4,154,755",Disability (Adult),T07SS0102D
"15,008","6,486,956",0,0,"3,177,343","39,272","1,271,541","10,990,120",0,"10,990,120","10,371,646","10,608,820","237,174","381,300",0,"381,300","476,465","3,210,734",0,"3,210,734",0,0,"3,210,734",Apr 2015 - Mar 2016,Late,Bishan Home for the Intellectually Disabled,0,0,73,"1,913,149",0,Social and Welfare,"57,311","228,744","286,055",0,0,0,"3,302,094","20,623","113,006","429,181","4,150,959",Disability (Adult),T07SS0102D
"11,865","5,546,244",0,0,"3,451,353","118,340","894,143","10,021,945",0,"10,021,945","9,646,344","9,646,344",0,"375,601",0,"375,601","469,293","3,022,027",0,"3,022,027",0,0,"3,022,027",Apr 2014 - Mar 2015,Late,Bishan Home for the Intellectually Disabled,0,0,72,"1,814,698",0,Social and Welfare,"29,760","160,370","190,130",0,0,0,"3,177,605","34,127","56,780","444,435","3,903,077",Disability (Adult),T07SS0102D
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"540,643","3,575,032",0,0,0,0,"260,888","4,376,563",0,"4,376,563","619,410","3,015,995","2,396,585","1,286,853","73,715","1,360,568",0,"4,323,088",0,"4,323,088","83,886","873,661","5,280,635",Apr 2016 - Mar 2017,Received,BIZLINK CENTRE SINGAPORE LTD,0,17.1,258,"3,471,624",0,Social and Welfare,"120,225","371,396","491,621",0,0,0,"2,404,798","17,748","2,757,326","61,611","5,733,104",Disability (Adult),199500566R
"472,720","3,484,104",0,0,0,0,"388,859","4,345,683",0,"4,345,683","735,645","2,563,526","1,827,881","1,725,266","56,891","1,782,157",0,"2,827,883",0,"2,827,883","99,790","2,394,117","5,321,790",Apr 2015 - Mar 2016,Received,BIZLINK CENTRE SINGAPORE LTD,0,26,233,"3,903,854",0,Social and Welfare,"117,776","270,016","387,792",0,0,0,"2,569,026","3,510","2,385,215","44,672","5,390,215",Disability (Adult),199500566R
"852,009","2,254,646",0,0,0,0,"414,289","3,520,944",0,"3,520,944","859,755","2,495,101","1,635,346","995,816","30,027","1,025,843",0,"3,350,003",0,"3,350,003","90,353","2,280,450","5,720,806",Apr 2014 - Mar 2015,Received,BIZLINK CENTRE SINGAPORE LTD,0,27,240,"3,903,854",0,Social and Welfare,"105,948","204,363","310,311","18,937",0,"18,937","2,808,130","2,704","2,605,171","42,486","5,787,739",Disability (Adult),199500566R
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"422,724","2,910,390",0,0,0,0,"75,485","3,408,599",0,"3,408,599","190,425","3,205,103","3,014,678","203,496",0,"203,496","357,360","872,293","46,615","918,908","2,000",0,"920,908",Jul 2016 - Jun 2017,Received,BRAHM CENTRE LTD.,0,0.43,15,"665,213",0,Social and Welfare,"13,689","451,384","465,073",0,0,0,"910,637","42,640","43,578","354,660","1,816,588",Disability (Adult),200200167M
"420,892","2,287,087","3,663",0,0,0,"129,922","2,841,564",0,"2,841,564","292,845","2,559,950","2,267,105","281,614",0,"281,614","407,056","619,175","28,000","647,175","21,142","219,400","887,717",Jul 2015 - Jun 2016,Received,BRAHM CENTRE LTD.,0,4.79,11,"450,027",0,Social and Welfare,"8,311","491,635","499,946",0,0,0,"939,775","27,711","34,880","190,711","1,693,023",Disability (Adult),200200167M
"92,836","1,662,507","1,563",0,0,0,"148,650","1,905,556",0,"1,905,556","179,130","1,754,643","1,575,513","150,913",0,"150,913",0,"33,246",0,"33,246","63,541","673,035","769,822",Jul 2014 - Jun 2015,Received,BRAHM CENTRE LTD.,0,11.02,7,"337,068",0,Social and Welfare,"15,819","652,099","652,100",700,0,700,"477,705","10,456","27,624","125,002","1,309,405",Disability (Adult),200200167M
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"25,398",0,0,0,0,0,"25,398",0,"25,398",0,"25,398","25,398",0,0,0,"1,057",0,0,0,590,0,590,Jul 2016 - Jun 2017,Late,Caregivers' Association of the Mentally-ill (CAMI),0,0,0,0,0,Social and Welfare,"1,057",-,"1,057",0,-,0,0,0,0,0,"1,057",Disability (Adult),T05SS0189F
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,412",0,"1,412",0,0,"1,412",Jul 2015 - Jun 2016,Late,Caregivers' Association of the Mentally-ill (CAMI),0,0,0,0,0,Social and Welfare,"4,068",-,"4,068",0,-,0,0,0,0,0,"4,068",Disability (Adult),T05SS0189F
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,&nbsp;,Jul 2014 - Jun 2015,Late,Caregivers' Association of the Mentally-ill (CAMI),*,*,*,*,*,Social and Welfare,*,*,*,*,*,*,*,*,*,*,&nbsp;,Disability (Adult),T05SS0189F
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"494,955","469,777",0,0,"1,425,542",0,0,"2,390,274",0,"2,390,274",0,"838,818","838,818","494,871","1,056,585","1,551,456","1,760,691",0,0,0,0,"1,567,691","1,567,691",Apr 2016 - Mar 2017,Late,CARING FLEET SERVICES LIMITED,0,0,33,"1,083,435",0,Social and Welfare,"40,000","7,700","47,700",0,0,0,"407,402",0,"81,170","1,224,419","1,760,691",Disability (Adult),201000618K
"281,923","231,642",0,0,"1,645,100",0,0,"2,158,665",0,"2,158,665",0,"645,818","645,818","1,327,443","185,404","1,512,847","1,551,795","1,545,949",0,"1,545,949",0,0,"1,545,949",Apr 2015 - Mar 2016,Received,CARING FLEET SERVICES LIMITED,0,0,31,"1,110,155",0,Social and Welfare,"97,235",700,"97,935",0,0,0,"152,335",0,"268,228","1,131,232","1,649,730",Disability (Adult),201000618K
"227,717","138,463",0,0,"1,176,574",0,0,"1,542,754",0,"1,542,754",0,"639,972","639,972","162,450","740,332","902,782",0,0,0,0,0,"1,128,242","1,128,242",Apr 2014 - Mar 2015,Received,CARING FLEET SERVICES LIMITED,0,0,25,"851,267",0,Social and Welfare,0,"1,000","1,000",0,0,0,"86,721",0,"31,065","802,992","921,778",Disability (Adult),201000618K
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,388,232","41,231,958",0,"8,610,406",0,0,"50,885,596","110,116,192",0,"110,116,192","4,563,406","47,465,090","42,901,684","18,407,916","44,243,186","62,651,102","3,529,600","879,951",0,"879,951",0,"22,785,937","23,665,888",Apr 2016 - Mar 2017,Received,"Catholic Welfare Services, Singapore","155,700",28.67,386,"9,963,428","548,266",Social and Welfare,"1,251,892","1,588,326","2,840,218",0,0,0,"12,024,810","579,110","10,418,992","51,262","25,914,392",Disability (Adult),S61SS0167J
"5,882,457","36,709,275",0,"10,653,721",0,0,"21,164,705","74,410,158",0,"74,410,158","7,795,834","48,566,448","40,770,614","6,690,817","19,152,893","25,843,710",0,"583,160",0,"583,160",0,"16,011,245","16,594,405",Apr 2015 - Mar 2016,Received,"Catholic Welfare Services, Singapore","443,700",28.15,346,"8,360,325","924,266",Social and Welfare,"1,016,905","1,935,705","2,952,610",0,0,0,"11,438,519","565,344","5,801,979","53,730","20,812,182",Disability (Adult),S61SS0167J
"2,266,603","29,148,866",0,"11,199,525",0,0,"3,990,428","46,605,422",0,"46,605,422","6,017,750","42,875,479","36,857,729","3,729,943",0,"3,729,943",0,"636,226",0,"636,226",0,"15,243,252","15,879,478",Apr 2014 - Mar 2015,Received,"Catholic Welfare Services, Singapore","294,000",0,340,"7,373,512","826,266",Social and Welfare,"2,444,619","1,711,776","4,156,395",0,0,0,"10,569,854","730,133","5,221,861","45,724","20,723,967",Disability (Adult),S61SS0167J
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"342,567","16,815,882",0,0,"7,790,456",0,"922,825","25,871,730",0,"25,871,730","15,748,625","15,748,625",0,"1,409,824","8,713,281","10,123,105","1,361,186","10,037,235",0,"10,037,235","1,031,895","649,196","11,718,326",Apr 2016 - Mar 2017,Received,Cerebral Palsy Alliance Singapore,0,0.76,217,"7,560,460","921,124",Social and Welfare,"543,810","817,376","1,361,186",0,0,0,"7,107,122","55,534","3,308,739","660,313","12,492,894",Disability (Adult),S60SS0003K
"1,264,977","14,996,592",0,0,"8,245,025",0,"897,289","25,403,883",0,"25,403,883","14,974,056","14,974,056",0,"1,287,513","9,142,314","10,429,827","971,242","9,696,337",0,"9,696,337","893,876","623,374","11,213,587",Apr 2015 - Mar 2016,Received,Cerebral Palsy Alliance Singapore,0,0.92,209,"7,221,752","955,465",Social and Welfare,"442,761","528,481","971,242",0,0,0,"7,298,573","50,312","3,264,897","563,357","12,148,381",Disability (Adult),S60SS0003K
0,"14,477,360",0,0,"8,699,594","217,910","929,407","24,324,271",0,"24,324,271","13,939,262","13,939,262",0,"756,008","9,629,001","10,385,009",0,"2,495,354",0,"2,495,354","1,255,093","6,386,163","10,136,610",Apr 2014 - Mar 2015,Late,Cerebral Palsy Alliance Singapore,0,0.53,197,"6,386,163","1,024,411",Social and Welfare,"1,578,118","754,175","2,332,293",0,0,0,"6,241,522",0,"2,533,274","649,972","11,757,061",Disability (Adult),S60SS0003K
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,&nbsp;,Jan 2016 - Dec 2016,Not received,CHRISTIAN OUTREACH TO THE HANDICAPPED,-,-,-,-,-,Social and Welfare,-,-,-,-,-,-,-,-,-,-,&nbsp;,Disability (Adult),S87SS0014H
"837,469","4,327,611",0,0,0,"36,753","52,491","5,254,324",0,"5,254,324","2,133,373","5,115,964","2,982,591","138,360",0,"138,360",0,"1,850,486",0,"1,850,486",501,"247,463","2,098,450",Jan 2015 - Dec 2015,Late,CHRISTIAN OUTREACH TO THE HANDICAPPED,0,0.59,41,"1,605,121",0,Social and Welfare,"423,093","504,450","927,543",0,0,0,"1,614,931",0,"10,874","169,157","2,722,505",Disability (Adult),S87SS0014H
"577,997","3,971,941",0,0,0,"31,661","12,964","4,594,563",0,"4,594,563","829,406","4,491,909","3,662,503","102,654",0,"102,654","500,060","1,666,775",0,"1,666,775",480,"316,430","1,983,685",Jan 2014 - Dec 2014,Received,CHRISTIAN OUTREACH TO THE HANDICAPPED,0,0.05,41,"1,552,130",0,Social and Welfare,"393,121","529,292","922,413",0,0,0,"1,255,396",963,"318,474","132,642","2,629,888",Disability (Adult),S87SS0014H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,&nbsp;,Jul 2016 - Jun 2017,Received,Deaf and Hard-of-Hearing Federation (Singapore),*,*,*,*,*,Social and Welfare,*,*,*,*,*,*,*,*,*,*,&nbsp;,Disability (Adult),S98SS0140E
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,0,655,Jul 2015 - Jun 2016,Received,Deaf and Hard-of-Hearing Federation (Singapore),0,0,0,0,0,Social and Welfare,831,-,831,0,-,0,0,0,0,0,831,Disability (Adult),S98SS0140E
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,220,Jul 2014 - Jun 2015,Late,Deaf and Hard-of-Hearing Federation (Singapore),0,0,0,0,0,Social and Welfare,"1,213",-,"1,213",0,-,0,0,0,0,0,"1,213",Disability (Adult),S98SS0140E
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18,690","1,253,355",0,0,0,0,"91,565","1,363,610",0,"1,363,610","521,268","1,333,252","811,984","30,358",0,"30,358","478,230","144,688","5,750","150,438","93,772","188,706","432,916",Apr 2016 - Mar 2017,Received,Disabled People's Association,0,27.18,6,"244,177",0,Social and Welfare,"134,240","355,712","489,952",0,0,0,"12,982","4,444",0,"45,889","553,267",Disability (Adult),S86SS0002F
"9,968","840,287",0,0,0,0,"18,773","869,028",0,"869,028","134,439","826,072","691,633","40,784","2,172","42,956",0,"131,219","2,095","133,314","89,768","177,709","400,791",Apr 2015 - Mar 2016,Late,Disabled People's Association,0,30,5,"232,673",0,Social and Welfare,"52,816","381,278","434,094",0,0,0,"18,730","3,822","1,808",930,"459,384",Disability (Adult),S86SS0002F
